Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Scott Torney,7,0,1,0,18.07,-18.07,-100.0
Stephanie Morris,15,0,1,0,96.30000000000001,-96.30000000000001,-100.0
Stephen Boyington,9,0,1,0,77.43,-77.43,-100.0
Zac Chappenden,33,0,0,6,163.46,-163.46,-100.0
Kyle Marshall,8,0,0,4,124.14000000000001,-124.14000000000001,-100.0
Sarah Rushbrook,13,0,0,4,87.74,-87.74,-100.0
Aaron Dunn,10,0,0,2,127.66999999999999,-127.66999999999999,-100.0
Anthony Winnell,6,0,0,2,31.05,-31.05,-100.0
Clint Sneddon,12,0,0,2,50.98,-50.98,-100.0
Ginger Gleeson,6,0,0,2,67.22999999999999,-67.22999999999999,-100.0
